,title,title_label,description,description_label
35, 이재명 심 후폭풍 야당 정치판결 여당 판사 겁박 ,0,왜 김건희 여사에 대한 수사는 제대로 이루어지지 않고 심지어 기소조차 되지 않았다는 데 국민께서는 있다며 김건희 여사 특검법을 통과시키겠다고 강조했습니다 이재명 더불어민주당 대표 국민의 압도적 다수가 ,1
36,박장범 청문회 파우치 표현 사과해야 상품 명칭 ,0,여야는 일 박장범 사장 후보자에 대한 국회 과학기술정보방송통신위원회의 인사청문회에서 박 후보자가 김건희 여사가 받은 명품 가방에 대해 파우치 라고 표현한 것을 두고 공방을 벌였다 더불어민주당은 박 ,1
37,여야 조 예산 힘겨루기 돌입 삭감 경쟁 도,0,구 의원은 또 개 식용 종식 마음 건강 지원 사업 용산어린이공원 등 야당이 김건희 예산 등으로 규정해 삭감을 선언한 예산들에 대한 야당의 전향적 태도를 촉구했다 마음 건강 지원 사업 의 경우 ,1
38, 움직이면 죽일 것 비명계 움직임 에 경고장 날린 친명,0,앞서 최 의원은 지난 일 광화문 일대에서 진행된 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 문재인 정부에서 기획재정부 장관 겸 경제부총리를 지냈던 김동연 지사는 지난 일 김건희 윤석열 국정농단 규탄 ,1
39, 디올 파우치는 제품명 팩트다 박장범 사장 후보 논란 해명,0, 연합 헤럴드경제 한지숙 기자 박장범 사장 후보자가 김건희 여사의 명품 가방 수수 논란과 관련해 가방을 파우치 라고 지칭한 것은 공식 제품명을 말한 것이라고 밝혔다 올해 월 에서 방송된 윤 ,1
40, 용산방송으로 추락한 박장범이 주범 ,0,이들 단체는 이날 김건희 여사가 받은 명품 가방 파우치로 축소 장악 부역자 용산방송 추락 등을 박장범 후보는 윤석열 대통령 특별대담에서 김건희 여사가 받은 명품가방을 조그만 파우치 라며 애써 ,1
41, 하야 안 되면 탄핵이든 개헌이든 다 해야 ,0,향후 정치브로커 명태균씨 사건과 관련한 김건희 여사 특검 특별검사 법 관철을 위해 장외집회도 강화한다 이재명 민주당 대표는 국민이 법질서 회복을 바라고 있다 며 이번 김건희 특검은 윤 대통령의 거부권이 ,1
42,바닥 찍고 한숨 돌린 지지율 명태균 특검 리스크 복병,0,이 대표의 사법 리스크가 현실화되면서 김건희 여사 특검법 등 야권의 대정부 공세의 동력이 약화됐다는 평가다 대통령실 고위 관계자는 뉴스 과 통화에서 이 대표의 징역형 선고와 관련해 대법원에서 최종 판단할 ,1
43,민주당 이재명 심 선고 에 단일대오 강조 김건희 특검 통과돼야 ,0,이어 김건희 여사 특검법 과 관련해 질서 유지의 최후 보루라고 할 검찰이 검찰권을 남용하고 또 범죄를 전현희 최고위원은 자력으로 정권 창출이 불가한 윤건희 윤석열 김건희 정권 이 최대 걸림돌인 이재명 ,1
44,명태균 내가 김건희 에 윤한홍 후보 비서실장 안 된다 조언 ,0,더불어민주당이 김건희 여사 공천개입 의혹의 핵심인물인 명태균 씨가 자신이 지난 대선 당시 윤석열 명 씨는 그러면서 당시 김건희 여사를 만나러 갔다가 윤한홍 비서실장 카드를 밀던 권성동 의원 장재원 전 의원과 ,1
45,박찬대 이재명 심 판결 명백한 사법살인 ,0,이번 엉터리 판결 이후 김건희 윤석열 대통령도 처벌받아야 한다는 여론이 확산되고 있다 고 말했다 그러면서 많은 국민께서는 이렇게 묻습니다 그런데 김건희 는 그런데 윤석열은 제 야당의 대표와 배우자는 년이 ,1
46,명태균 윤석열 후보 설득해 윤한홍 도지사 출마 막아 ,0,명 씨는 또 당시 윤 후보가 지방 일정을 가면 서울 서초동 사저에 가 김건희 여사를 만났다며 김 여사를 통해 윤한홍 의원의 대선 후보 비서실장 인선도 막았다고 주장했습니다 이어 년 월엔 박완수 경남도지사를 윤 ,1
47, 김건희 여사에 주먹 날리며 당장 퇴진하라 여개 시민단체 모여 ,0,이들은 퇴진 의미를 담아 윤 대통령과 김건희 여사에게 주먹을 날리는 퍼포먼스를 했다 윤석열퇴진 전북운동본부는 오는 일 전주 모래내시장 앞에서 도심 행진을 하며 차 윤석열 퇴진 전북도민 대회를 개최할 ,1
48,최민희 비명계 움직이면 내가 당원과 함께 죽일 것 ,0,그는 이날 서울 광화문에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민행동의 날 집회에 참석했다 최 의원은 어떤 판결이 나오느냐가 중요한 게 아니라 핵심은 민주당이 분열하느냐 아니냐 라며 ,1
49, 포토 이게 파우치 박장범 사장 후보자 청문회에 등장한 명품백,0,이날 야당 의원들은 지난 월 박 후보자가 윤석열 대통령과의 대담 당시 김건희 여사 명품 가방 수수 의혹과 관련해 명품백을 조그마한 가방 이라고 표현것을 두고 자진사퇴 촉구에 나섰다 일요시사 ,1
50,박장범 인사청문회에서도 공식 사이트에 디올 파우치 ,0, 일 국회 과학기술정보방송통신위원회 박장범 사장 후보자 인사청문회는 지난 월 윤석열 대통령 녹화 대담을 진행한 박 후보자가 김건희 여사가 받은 디올 명품백 을 파우치 조그만한 백 이라고 부른 일을 ,1
51, 이슈 친명 똘똘뭉쳐 비명 경고 비명 움직이면 죽인다 포스트 이재 ,0,최민희 민주당 의원은 지난 일 열린 김건희 윤석열 국정농단 규탄 관련 집회 현장에서 가진 유튜브와의 인터뷰에서 일부 언론의 흔들기에 부화뇌동해 이재명이 어떻게 되면 우리 세력이 당권을 잡을 수 있겠지 하는 ,1
52,당당한 박장범 파우치 사전에 작은 가방이라고 나온다 ,1,부인 김건희 여사가 받은 디올 핸드백과 동일한 제품을 들어보이며 질의하고 있다 유성호 이날 청문회에서 박 후보자는 올해 월 방송된 윤석열 대통령과의 단독 대담에서 김건희 여사가 수수한 명품 가방에 대해 ,1
53,민주 김영선 좀 해줘라 통화 시각 특정 공천개입 의혹 아니 ,0,황정아 대변인은 명 씨와 김건희 여사의 긴밀한 관계도 드러나고 있다 명 씨는 대선 당시 대통령 부부 사저를 방문해 김 여사가 주가조작 의혹 관련 검찰 서면조사 대책회의를 한다는 사실까지 알고 있었다 면서 년 ,1
54, 골프 외교 사과커녕 제보자 색출 일 전북서 퇴진 집회,0,이들 단체는 윤석열 정권의 오만과 독선 무지와 폭력은 대한민국 민주주의와 국민의 존엄을 철저히 짓밟고 있다 며 나라의 평화와 국민의 안녕을 지키기는커녕 김건희 여사 지키기에 모든 권력을 집중하고 있다 고 ,1
55, 예산안 국민 목소리 반영 이재명 방탄 목적 예산 삭감 인정 못해 ,0,앞서 민주당 등 야당은 정부의 전 국민 마음 투자 지원 사업 과 개 식용 종식 사업 을 김건희 예산 으로 규정하고 삭감을 주장하고 있다 민주당을 향해서는 지방자치단체와 협의한 대통령 민생 토론회 논의 사업을 ,1
56, 명태균 의혹 새 뇌관으로 떠오른 이준석의 입,1, 김건희 여사와 주고받은 명태균 씨의 문자 메시지 그리고 대통령과 주고받은 통화 내용 등이 공개되면서 이준석 당시 대표가 본인 이야기만 하지 않을 텐데 김건희 여사나 윤석열 대통령에 대해서도 이야기를 할 ,1
57, 천막당사 위기설에도 이재명 사수 올인하는 친명,1,열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민 행동의 날 에 참가해 발언하고 있다 연합뉴스 최민희 민주당 의원은 앞서 일 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검 촉구 제 차 국민 ,1
58, 사법리스크 못 벗어난 이재명 당 장악력은 더 굳건해져,0,오히려 이를 계기로 김건희 여사 특검법과 검사 탄핵 등에 속도를 낼 것이란 분석도 나오고 있다 야권 내 숨어 있는 플랜 움직임도 감지돼 다만 현재 숨죽이고 있는 비명 비이재명 계 측에서 이재명 대표의 대안 주자를 ,1
59, 명태균 사건 특별수사팀 미룬 내막,1,명씨 논란의 핵심은 윤석열 대통령과 김건희 여사의 공천 개입 의혹이다 대검찰청은 이달 초 창원지검 대가성 인정되면 뇌물 내부선 어차피 수사 불가 차라리 특검 수사팀은 특히 김건희 여사가 명태균씨에게 ,1
60,예고된 사법리스크에 비명계 꿈틀 친명계 이재명 중심 정권교체 ,0,김동연 경기지사는 일 서울 광화문 광장 인근에서 열린 윤석열 대통령 퇴진 김건희 여사 특검 도입 촉구 집회에 참석한 후 페이스북에 사법부를 비판하며 사법부 판단 매우 유감스럽다 대한민국에 법의 상식과 ,1
61, 지지율 위 이재명 위기에도 여야 공히 차기가 안 보인다,0,그에 앞서 김건희 여사 논란이 여권을 관통했을 당시에는 박형준 부산시장 나경원 권영세 김기현 의원 등과 함께 당정 간 중재자를 자처하기도 했다 지난 대 대선을 앞두고 국민의힘 후보 경선에 참여했던 홍 시장도 ,1
62,입 뗀 이준석 판도라 상자 되나,0,명태균씨에게서 시작된 윤석열 대통령과 김건희 여사의 공천 개입 의혹 폭로 가 이제는 이준석 개혁신당 의원으로 번져가고 있다 김영선 전 의원의 공천 개입 의혹과 관련한 대통령의 해명에 대해 말미잘 같다 고 ,1
63, 이로운시선 이재명 심 유죄 판결 그 후폭풍 민주주의는 어떻게 무 ,0,사법부 신뢰와 민주주의 논쟁 확산브라질의 세차 작전 과 한국의 현재 그런데 김건희 는 그런데 윤석열은 그런데 김건희 는 그런데 윤석열은 이재명 대표는 선고 다음날 집회에서 죽지 않는다 며 정치적 의지를 ,1
64, 무등의 아침 이재명 사법리스크 현실화 정치의 사법화 반성해야 ,0,그러나 그런 당내 분위기를 의식해서인지 오히려 윤석열 대통령과 김건희 여사에 대한 비판의 목소리를 훨씬 기본적으로 이것은 저의 주관적인 느낌인데 전반적으로 이준석 전 대표는 김건희 여사와 명태균 라인에 ,1
65,입법 행정 대격돌 사법부로 번지나 민주당 동시 전투,1,앞의 한 중진의원은 민주당은 재판결과에 대한 문제제기와 함께 김건희 여사 등에 대한 수사와 이재명 대표에 대한 수사 판결의 상대성을 제기하겠지만 이게 국민들에게 어느 정도나 설득력이 있을지 모르겠다 방탄 ,1
66,최민희 의원 비명계 움직이면 제가 죽일 것 파문,0,최 의원은 앞서 지난 일 서울 도심에서 열린 김건희 윤석열 국정농단 규탄 특검촉구 제 차 국민행동의 날 집회에 참석해 오마이 와 인터뷰를 하면서 이같이 말했다 그는 향후 재판을 어떻게 전망하느냐 는 질문에 ,1
67,경찰 윤 대통령 부부 비방글 국민의힘 게시판 서버 보존 요청,1,국민의힘 당원 게시판에 한동훈 대표와 한 대표 가족의 이름으로 윤석열 대통령과 김건희 여사를 비방하는 게시글이 올라왔다는 의혹과 관련해 경찰이 당 사무처에 게시판 서버 자료를 보존해달라는 공문을 보냈다 ,1
68,이재명 판결에 국민의힘 반색 일희일비 안 된다 내부경계도,1,김근식 김건희 리스크 등 반성 먼저 최재형 대통령실 대폭 쇄신 이재명 더불어민주당 대표의 공직선거법 하고 김건희 여사 리스크 이런 것들이 계속 확대되면서 우리가 그런 이 대표의 득세의 숙주 역할을 한 것 ,1
69,조국 민주 향해 검찰개혁 법 협조 요청 이런 검찰 그냥 둬선 ,0,조 대표는 이날 국회에서 열린 최고위원회의에서 국회 과반의 의석수를 차지하고 있는 거대 야당인 민주당을 향해 김건희 특검법은 대통령의 거부를 감수하면서도 본회의에 올리면서 수사와 기소 분리 법안은 왜 올리지 ,1
70, 사진 대전 서구을 지역위 국정농단 특검촉구 서명운동,1,더불어민주당 대전 서구을 지역위원회 위원장 박범계 소속 채계순 박수빈 전 대전시의원 김신웅 전 서구의원 등이 일 서구 월평동 신촌네거리에서 김건희 윤석열 국정농단 규탄 특검 촉구 천만인 서명운동에 ,1
71, 리스크 대 리스크 여론전 총력 강대강 치닫는 ,1,민주당 역시 김건희 여사 의혹 에 대한 특검을 주장하며 주말 장외집회 등을 통한 세력 모으기에 집중하고 있다 이재명 더불어민주당 대표가 일 오후 서울 종로구 광화문 앞에서 열린 김건희 윤석열 국정농단 규탄 ,1
72, 시사정각 이재명 죽지 않아 비명계 일극체제 파고들까 ,0,그러니까 김건희 여사 특검 윤석열 정부의 무능에 대한 이 특검에 대해서 이것을 하지 않으면 나라가 흔들린다는 부분은 하던 것이기 때문에 하되 더 강력하게 외적인 부분에 있어서 주장하면서 당원들의 지지를 추인할 ,1
73,명태균 김건희 설득해 윤한홍 막아 대선캠프 인선 관여 의혹,0,윤석열 대통령 부부 공천 개입 의혹 핵심 인물인 명태균 씨가 자신이 김건희 여사를 설득해 윤한홍 의원의 그는 윤석열이 지방 가면 나는 지 마누라 김건희 여사 한테 가지 장제원하고 권성동이 있어서 딱 이렇게 ,1
74,한동훈 판사 겁박 대응 이재명 특검 통과돼야 ,1,대신 김건희 여사 특검법 을 반드시 관철하겠다는 의지를 밝혔는데요 이 대표는 검찰이 검찰권을 남용하고 범죄를 은폐하고 불공정한 권한 행사로 국가 질서를 어지럽히고 있다 고 비판하면서 검찰이 제대로 하지 ,1
75, 위클리오늘 홍준표 용병정치에 눈먼 국힘 이젠 바꿔야 할 때 ,0,배운 정치는 오래가지 못한다 며 용병 정치에 눈먼 이 당 국민의힘 이젠 바꿔야 할 때 라고 했다 최근 국민의힘 내부에서는 윤석열 대통령과 김건희 여사를 비난한 당원 게시판 글과 관련된 논란이 이어지고 있다 ,1
76, 위클리오늘 이재명 김건희 특검법 반드시 통과돼야 ,1,또 대통령의 김건희 특검법에 대한 거부권 재의요구권 행사가 예상되지만 이 나라는 대통령 혼자의 것이 아니다 국민의 압도적 다수가 특검을 바라므로 주권자의 뜻에 따라 특검이 반드시 실현되도록 최선을 다하겠다 ,1
77, 포토 이재명 대표 김건희 특검법 반드시 통과돼야 ,1,이재명 더불어민주당 대표가 일 국회에서 열린 최고위원회의에서 모두발언을 하고 있다 이병화 ,1
78, 김건희 여사 디올백 꺼내 든 야당 박장범 객관적이고 중립적 용어 ,1,박장범 사장 후보자가 국회 인사청문회에서 과거 김건희 여사의 명품 가방 수수 논란과 관련해 파우치 라고 지칭한 것은 객관적이고 중립적인 용어를 사용한 것 이라고 했다 박 후보자는 일 국회 ,1
79, 윤 대통령 겨냥 이재명 주권자 뜻 따라 김건희 특검 반드시 실현할 ,0,따라 김건희 특검이 반드시 실현되도록 최선을 다하겠다 고 밝혔다 이 대표는 이날 국회에서 열린 민주당 최고위원회의에서 윤석열 대통령을 향해 김건희 특검법 거부권 행사가 예상되는데 이 나라는 대통령 혼자의 것이 ,1
80,이재명 판결 후폭풍 한동훈 연일 맹폭 하는 속내,0,또한 한 대표로서는 최근 자신의 쇄신 요구에 윤석열 대통령이 대국민담화와 김건희 여사 외부 활동 자제 등으로 화답했고 자신이 제안했던 특별감찰관 임명 추진이 당론으로 채택되면서 당내 리더십에 힘을 얻은 만큼 ,1
81,김소연 변호사 명태균 선불폰으로 이준석 함성득과 진술 맞추려 ,1,이어 그 얘기는 뉴스토마토 에서 보도도 됐고 거기서도 어느 순간부터 명태균 씨의 김건희 여사에 대한 정보가 정확하지 않았다 고 언급했는데 그래서 김종인 전 개혁신당 공천관리위원장 의 사모인 김미경 할매도 ,1
82,이재명 대통령 혼자만의 나라 아냐 김건희 특검 수용 촉구,1,이재명 더불어민주당 대표가 김건희 특검법 통과를 강조하며 이 나라는 대통령 혼자의 것이 아니 라고 박찬대 원내대표는 제 야당의 대표와 배우자는 년 넘게 수사를 받고 재판을 받고 있는데 왜 김건희 여사에 대한 ,1
83,예산 없는 예산 국회 김건희 이재명 만 외치다 시한 또 넘기나,0, 첨예한 정치 공방은 예산 심사까지 이어져 여야는 각각 이재명 대표 김건희 여사 공세에 열중하고 이른바 김건희 여사 관심 사업들에 대한 삭감을 주장하고 있습니다 김선민 조국혁신당 의원 지난 일 분명한 ,1
84, 심 후폭풍 사법 살인 판사 겁박 ,0,그런데 김건희 는 그런데 윤석열은 이 대표는 판결을 직접 언급하지 않은 채 질서 유지의 최후 보루인 검찰이 검찰권을 남용하고 있다 며 김건희 여사 특검 은 반드시 통과되어야 한다 고 주장했습니다 조국혁신당은 ,1
85,명태균 조해진 통해 김건희 학력위조 대응 대선후보 비서실장 ,0,통해 김건희 여사의 학력 위조 문제에 대응했다는 주장을 내놨다 명씨는 이날 공개된 대화에서 윤한홍이가 명씨는 조해진 전 의원을 김건희 여사와 만나게 하고 당시 의원 신분이었던 박완수 경남도지사를 윤 ,1
86, 악어와 악어새 정치인과 무속인 밀착 관계,0,이에 따르면 지인은 명씨에게 윤 대통령의 집무실 광화문 이전 계획을 언급했고 명씨는 내가 김건희 여사에게 거기 가면 뒈진다 고 했다 고 말했다 이어 김 여사의 사주는 앉은뱅이 눈 좋은 끌어올릴 사주 ,1
